#word,k-f-freq     ,k-f-ncats    ,k-f-nsamp    ,t-l-freq     ,brown-freq   ,fam,conc ,imag,meanc,wtype
ajar,2,1,2,23,,,,,,a
ajar,2,1,2,23,,,,,,j
akin,10,7,10,18,,,,,,a
akin,10,7,10,18,,,,,,j
al,24,8,15,,,,,,,n
ala,7,1,4,,,,,,,n
alabaster,3,2,3,10,,,,,,j
alack,,,,2,,,,,,a
alack,,,,2,,,,,,i
alan,5,2,3,,,,,,,n
alarm,16,8,13,224,,,,,,i
alarm,16,8,13,224,,,,,,n
alarm,16,8,13,224,,,,,,v
alarmist,1,1,1,,,,,,,n
alas,10,8,10,41,,,,,,i
alastor,4,1,1,,,,,,,n
albacore,1,1,1,,,,,,,n
albanian,2,1,1,,,,,,,j
albanian,2,1,1,,,,,,,n
albatross,,,,4,,309,621,583,,n
albeit,2,2,2,5,1,,,,,c
albert,29,8,24,,,,,,,n
albino,,,,1,,,,,,n
album,6,2,4,17,,,,,,n
albumin,10,1,2,,,217,415,352,205,n
alcade,,,,21,,,,,,n
alchemist,,,,2,,262,462,394,,n
alchemy,1,1,1,,,,,,,v
alcohol,13,5,7,72,,578,618,598,535,n
alcoholic,3,3,3,,,,,,,n
alcoholic,3,3,3,,,,,,,o
alcoholic,3,3,3,,,,,,,j
alcove,,,,34,,,,,,n
ale,1,1,1,28,1,454,578,526,410,n
alec,25,1,1,,,,,,,n
alert,33,12,31,94,,528,400,428,430,v
alert,33,12,31,94,,528,400,428,430,a
alert,33,12,31,94,,528,400,428,430,j
alert,33,12,31,94,,528,400,428,430,n
alexander,45,10,21,,,,,,,n
alexander,45,10,21,,,,,,,v
alfresco,2,2,2,,,,,,,a
alfresco,2,2,2,,,,,,,j
algebra,2,1,1,4,,483,453,510,,n
algebraic,1,1,1,,,,,,,j
algerian,5,2,4,,,,,,,j
algerian,5,2,4,,,,,,,n
algorithm,1,1,1,,,,,,,n
alias,1,1,1,11,,384,232,294,,a
alias,1,1,1,11,,384,232,294,,n
alibi,8,3,4,44,,,,,,a
alibi,8,3,4,44,,,,,,n
alien,16,9,15,46,,479,399,470,422,j
alien,16,9,15,46,,479,399,470,422,n
alien,16,9,15,46,,479,399,470,422,v
alienate,2,2,2,8,,,,,,n
alienate,2,2,2,8,,,,,,o
alienate,2,2,2,8,,,,,,v
alight,3,2,3,40,2,,,,,o
alight,3,2,3,40,2,,,,,j
alight,3,2,3,40,2,,,,,v
align,2,2,2,1,,,,,,n
align,2,2,2,1,,,,,,v
alignment,4,2,4,5,,,,,,n
alike,20,10,20,114,2,,,,,a
alike,20,10,20,114,2,,,,,j
alimentary,,,,1,,,,,,j
alive,57,13,48,304,6,593,,426,,v
alive,57,13,48,304,6,593,,426,,a
alive,57,13,48,304,6,593,,426,,j
alizarin,1,1,1,,,,,,,n
alkali,4,1,2,8,,391,437,432,,n
alkaline,2,1,2,9,,,,,,n
alkaline,2,1,2,9,,,,,,j
alkaloid,,,,1,,,,,,j
alkaloid,,,,1,,,,,,n
all,3001,15,491,17799,1044,582,267,332,513, 
all,3001,15,491,17799,1044,582,267,332,513,u
all,3001,15,491,17799,1044,582,267,332,513,j
all,3001,15,491,17799,1044,582,267,332,513,a
all,3001,15,491,17799,1044,582,267,332,513,o
allah,1,1,1,,,,,,,n
allan,4,3,4,,,,,,,n
allay,2,1,2,12,,,,,,n
allay,2,1,2,12,,,,,,v
allegation,,,,4,,383,272,291,,n
allege,1,1,1,44,,279,,281,,v
alleged,,,,,1,,,,,p
alleged,,,,,1,,,,,v
allegoric,2,2,2,,,,,,,j
allegorical,3,2,2,,,,,,,j
allegory,3,3,3,,,314,283,244,,n
allegro,2,2,2,,,,,,,a
allegro,2,2,2,,,,,,,j
allegro,2,2,2,,,,,,,n
allergic,2,2,2,,,,,,,j
allergy,1,1,1,,,,,,,n
alleviate,5,3,5,7,,,,,,o
alleviate,5,3,5,7,,,,,,v
alleviation,2,1,1,,,,,,,n
alley,8,4,6,75,,526,557,572,418,n
alliance,20,6,13,23,,,,,,v
alliance,20,6,13,23,,,,,,n
allied,29,8,16,45,5,,,,,p
allied,29,8,16,45,5,,,,,v
allied,29,8,16,45,5,,,,,o
allied,29,8,16,45,5,,,,,j
allies,,,,,2,,,,,v
alligator,4,2,2,44,,442,624,627,425,n
alliterative,1,1,1,,,,,,,j
allocate,3,2,2,,,,,,,n
allocate,3,2,2,,,,,,,v
allocation,17,4,8,,1,,,,,n
allophone,,,,,,74,,,,n
allot,1,1,1,28,,,,,,v
allotment,39,2,2,15,,420,502,470,,n
allow,72,13,60,690,15,504,268,373,368,v
allowable,5,3,3,3,,,,,,j
allowance,16,8,12,128,1,,,,,n
allowance,16,8,12,128,1,,,,,v
allowed,86,12,60,,29,,,,,p
allowed,86,12,60,,29,,,,,v
allowed,86,12,60,,29,,,,,o
allowing,,,,,1,,,,,v
allows,,,,,1,,,,,v
alloy,3,2,2,5,,,,,,n
alloy,3,2,2,5,,,,,,n
alloy,3,2,2,5,,,,,,v
allude,,,,9,1,,,,,v
allure,1,1,1,25,,,,,,n
allure,1,1,1,25,,,,,,v
allurement,1,1,1,9,,,,,,n
allusion,3,3,3,14,,,,,,n
alluvial,,,,1,,,,,,j
ally,9,4,7,30,,410,485,453,,n
ally,9,4,7,30,,410,485,453,,n
ally,9,4,7,30,,410,485,453,,v
alma,7,1,2,,,,,,,n
almagest,4,1,1,,,,,,,n
almanac,1,1,1,10,,,,,,n
almighty,5,3,3,16,2,,,,,j
almond,1,1,1,63,,,,,,n
almost,432,15,256,2202,53,,,,,j
almost,432,15,256,2202,53,,,,,a
alms,,,,2,,,,,,o
almshouse,,,,2,,,,,,n
aloe,,,,1,,,,,,n
aloft,3,3,3,35,,,,,,a
aloft,3,3,3,35,,,,,,j
aloft,3,3,3,35,,,,,,r
alone,195,15,145,1315,10,562,390,480,460,a
alone,195,15,145,1315,10,562,390,480,460,j
along,355,15,222,1534,64,,,,,j
along,355,15,222,1534,64,,,,,a
along,355,15,222,1534,64,,,,,r
alongside,15,9,14,68,1,,,,,a
alongside,15,9,14,68,1,,,,,r
aloof,5,4,5,46,,,,,,a
aloof,5,4,5,46,,,,,,r
aloof,5,4,5,46,,,,,,j
aloud,13,6,10,151,2,,,,,a
alpha,6,2,2,3,,,,,,n
alphabet,2,1,1,9,9,493,449,499,,j
alphabet,2,1,1,9,9,493,449,499,,n
alphabetic,1,1,1,,,,,,,j
alphabetical,4,3,4,5,1,,,,,j
alpine,,,,15,,,,,,j
already,273,15,193,1100,48,,,,,j
already,273,15,193,1100,48,,,,,a
alright,,,,,2,,,,,a
alright,,,,,2,,,,,i
alright,,,,,2,,,,,j
alright,,,,,2,,,,,n
alright,,,,,2,,,,,o
alsatian,3,1,2,,,,,,,j
alsatian,3,1,2,,,,,,,n
also,1069,15,383,1586,91,552,194,264,333,a
altar,5,4,4,58,,,,,,n
alter,15,8,13,90,2,503,430,413,447,v
alteration,7,4,5,11,1,,,,,n
altercation,1,1,1,7,,,,,,n
altered,,,,,3,,,,,p
altered,,,,,3,,,,,v
alternate,11,5,7,54,,,,,,a
alternate,11,5,7,54,,,,,,n
alternate,11,5,7,54,,,,,,j
alternate,11,5,7,54,,,,,,v
alternately,7,7,7,37,1,,,,,a
alternation,2,2,2,5,,,,,,n
alternative,34,9,24,36,4,518,,268,,j
alternative,34,9,24,36,4,518,,268,,n
although,319,15,194,779,37,573,218,208,270,c
altitude,4,3,3,53,2,420,373,472,,n
alto,4,4,4,7,,,,,,j
alto,4,4,4,7,,,,,,n
altogether,30,10,28,165,9,,,,,j
altogether,30,10,28,165,9,,,,,n
altogether,30,10,28,165,9,,,,,a
altruism,1,1,1,,,,,,,n
altruistic,,,,9,1,,,,,j
aluminum,18,5,12,40,,494,523,501,381,n
alveolar,9,1,2,,,,,,,j
alveolar,9,1,2,,,,,,,n
always,458,15,240,3285,168,600,249,280,421,a
am,228,15,121,2453,45,603,259,247,242,o
am,228,15,121,2453,45,603,259,247,242,v
amain,,,,1,,,,,,a
amalgam,,,,,1,,,,,j
amalgam,,,,,1,,,,,v
amalgam,,,,,1,,,,,n
amalgamate,,,,13,,,,,,o
amalgamate,,,,13,,,,,,v
amalgamated,,,,,5,,,,,p
amalgamated,,,,,5,,,,,v
amalgamation,1,1,1,,,,,,,n
amass,2,2,2,9,,,,,,v
amateur,25,8,15,111,2,502,388,397,,j
amateur,25,8,15,111,2,502,388,397,,n
amateurish,3,3,3,,,,,,,j
amatory,1,1,1,,,,,,,n
amatory,1,1,1,,,,,,,j
amaze,3,3,3,139,,,,,,n
amaze,3,3,3,139,,,,,,v
amazed,11,6,11,,3,,,,,p
amazed,11,6,11,,3,,,,,v
amazed,11,6,11,,3,,,,,o
amazes,,,,,1,,,,,v
amazing,20,9,20,133,9,,,,,j
amazing,20,9,20,133,9,,,,,v
amazing,20,9,20,133,9,,,,,a
amazing,20,9,20,133,9,,,,,o
amazingly,,,,,2,,,,,a
amazon,2,1,1,9,,,,,,o
amazon,2,1,1,9,,,,,,n
ambassador,22,7,14,76,,477,546,545,392,n
amber,3,2,2,33,,,,,,j
amber,3,2,2,33,,,,,,v
ambidextrous,1,1,1,,,,,,,j
ambiguity,11,4,4,,,,,,,n
ambiguous,22,6,16,3,,,,,,j
ambition,19,9,16,218,2,517,281,346,417,v
ambition,19,9,16,218,2,517,281,346,417,n
ambitious,16,8,14,50,5,540,,404,,n
ambitious,16,8,14,50,5,540,,404,,j
ambivalent,6,5,6,,,,,,,j
amble,,,,13,,,,,,n
amble,,,,13,,,,,,v
ambler,1,1,1,,,,,,,n
ambrose,1,1,1,,,,,,,n
ambrosial,1,1,1,2,,,,,,j
ambulance,6,3,4,90,,499,595,627,,j
ambulance,6,3,4,90,,499,595,627,,n
ambulatory,1,1,1,,,,,,,j
ambulatory,1,1,1,,,,,,,n
ambuscade,1,1,1,,,,,,,n
ambuscade,1,1,1,,,,,,,v
ambush,7,3,4,13,,436,,,,n
ambush,7,3,4,13,,436,,,,v
ameliorate,,,,1,,,,,,v
amen,19,4,5,7,,,,,,v
amen,19,4,5,7,,,,,,a
amen,19,4,5,7,,,,,,i
amen,19,4,5,7,,,,,,n
amenable,3,2,3,2,1,,,,,j
amend,2,2,2,27,,,,,,v
amendment,23,5,15,29,2,403,326,305,,n
amends,,,,9,,,,,,v
amends,,,,9,,,,,,o
amenity,,,,11,,,,,,n
american,569,14,199,,,,,,,j
american,569,14,199,,,,,,,n
amethyst,,,,15,,285,573,510,,j
amethyst,,,,15,,285,573,510,,n
amethystine,4,1,1,,,,,,,j
amiable,2,2,2,39,1,,,,,j
amicable,1,1,1,12,,,,,,j
amid,14,6,13,58,,,,,,a
amid,14,6,13,58,,,,,,r
amide,1,1,1,,,,,,,n
amidships,,,,22,,,,,,a
amidst,3,2,3,10,,,,,,a
amidst,3,2,3,10,,,,,,r
amiss,2,2,2,9,,,,,,j
amiss,2,2,2,9,,,,,,n
amiss,2,2,2,9,,,,,,a
ammoniac,1,1,1,,,,,,,j
ammoniac,1,1,1,,,,,,,n
ammonium,1,1,1,,,,,,,j
ammonium,1,1,1,,,,,,,n
ammunition,18,5,9,24,,,,,,j
ammunition,18,5,9,24,,,,,,v
amnesty,,,,1,,,,,,n
among,370,15,214,1051,13,,,,,a
among,370,15,214,1051,13,,,,,r
amongst,4,4,4,18,4,,,,,r
amoral,2,2,2,,,,,,,j
amorist,1,1,1,,,,,,,n
amorous,2,2,2,4,1,,,,,j
amorphous,6,3,5,2,,,,,,j
amortization,3,1,2,,,,,,,n
amortize,2,1,1,,,,,,,v
amount,172,15,99,662,22,583,335,316,,n
amount,172,15,99,662,22,583,335,316,,v
amounts,,,,,2,,,,,v
amour,,,,10,,362,308,536,,n
ampere,,,,,,272,327,304,231,n
amphibian,,,,6,,,,,,j
amphibian,,,,6,,,,,,n
amphibious,1,1,1,1,,,,,,j
amphibology,1,1,1,,,,,,,n
amphitheatre,,,,,1,,,,,n
ample,16,9,15,94,,,,,,v
ample,16,9,15,94,,,,,,j
amplification,2,1,2,,,,,,,n
amplifier,6,2,2,1,1,474,564,559,,n
amplify,1,1,1,13,,,,,,v
amplifying,,,,,1,,,,,v
amputate,,,,14,,,,,,v
amulet,1,1,1,,,,,,,n
amuse,3,2,3,205,1,486,321,455,416,v
amused,,,,,5,,,,,p
amused,,,,,5,,,,,v
amusement,7,5,6,137,,,,,,n
amuses,,,,,1,,,,,v
amusing,,,,,9,,,,,j
amusing,,,,,9,,,,,v
an,3747,15,498,13897,468,595,217,195,153,o
an,3747,15,498,13897,468,595,217,195,153,j
an,3747,15,498,13897,468,595,217,195,153,c
an,3747,15,498,13897,468,595,217,195,153,r
ana,1,1,1,,,,,,,a
ana,1,1,1,,,,,,,o
ana,1,1,1,,,,,,,n
anabaptist,1,1,1,,,,,,,j
anabaptist,1,1,1,,,,,,,n
anachronism,3,3,3,,,,,,,n
anaconda,14,2,2,,,,,,,n
anaesthetic,,,,14,,,,,,n
anaesthetic,,,,14,,,,,,j
anagram,1,1,1,,,,,,,v
anagram,1,1,1,,,,,,,n
analeptic,2,1,1,,,,,,,j
analeptic,2,1,1,,,,,,,n
analog,,,,,4,,,,,n
analogous,8,5,7,1,1,,,,,j
analogue,1,1,1,,,,,,,n
analogy,13,5,11,8,2,417,247,267,,n
analyse,,,,,4,,,,,n
analyse,,,,,4,,,,,v
analyst,7,2,3,,,,,,,n
analytic,16,2,4,1,1,405,,303,,n
analytic,16,2,4,1,1,405,,303,,j
analytical,9,3,5,7,,,,,,j
anarchic,1,1,1,,,,,,,j
anarchical,2,1,2,,,,,,,j
anarchist,1,1,1,3,,,,,,j
anarchist,1,1,1,3,,,,,,n
anastomosis,1,1,1,,,,,,,n
anastomotic,1,1,1,,,,,,,n
anathema,,,,4,,,,,,j
anathema,,,,4,,,,,,n
anatomic,1,1,1,,,,,,,j
anatomical,9,4,5,3,,,,,,j
anatomist,,,,1,,,,,,n
ancestor,7,5,7,66,,,,,,n
ancestral,5,4,5,12,,,,,,j
ancestry,8,5,8,16,,,,,,o
ancestry,8,5,8,16,,,,,,n
anchor,15,7,11,76,1,458,595,561,390,n
anchor,15,7,11,76,1,458,595,561,390,v
anchorage,1,1,1,8,,,,,,n
anchored,10,5,10,,,,,,,p
anchored,10,5,10,,,,,,,v
anchored,10,5,10,,,,,,,o
anchoring,1,1,1,,,,,,,v
anchoring,1,1,1,,,,,,,o
anchorite,2,1,1,,,,,,,n
anchovy,1,1,1,17,,,,,,n
ancient,69,15,55,228,,429,,451,,n
ancient,69,15,55,228,,429,,451,,j
anciently,1,1,1,,,,,,,a
ancillary,2,2,2,,,,,,,j
and,28852,15,500,138672,5453,620,220,226,290,n
and,28852,15,500,138672,5453,620,220,226,290,a
and,28852,15,500,138672,5453,620,220,226,290,c
and,28852,15,500,138672,5453,620,220,226,290,r
andean,2,1,2,,,,,,,j
andrew,12,4,11,,,,,,,n
anecdotal,1,1,1,,,,,,,j
anecdote,9,5,8,27,,388,398,357,,n
anele,,,,,,103,302,204,184,v
anemone,,,,8,,,,,,j
anemone,,,,8,,,,,,n
anesthetic,1,1,1,9,,,,,,j
anesthetic,1,1,1,9,,,,,,n
anew,6,5,5,20,,,,,,v
anew,6,5,5,20,,,,,,a
angel,18,8,11,140,,470,399,554,,j
angel,18,8,11,140,,470,399,554,,n
angelic,2,1,1,9,,,,,,j
angelica,1,1,1,1,,,,,,j
angelina,4,1,1,,,,,,,n
anger,48,10,30,234,,541,315,488,489,v
angle,51,8,18,158,,518,467,503,390,n
angle,51,8,18,158,,518,467,503,390,v
angler,,,,10,,,,,,n
angles,,,,,1,,,,,v
anglican,11,2,3,,,,,,,j
anglican,11,2,3,,,,,,,n
anglicanism,1,1,1,,,,,,,n
anglicized,,,,,1,,,,,p
anglicized,,,,,1,,,,,v
angling,1,1,1,6,,,,,,v
angling,1,1,1,6,,,,,,o
anglo-saxon,1,1,1,,,,,,,j
anglo-saxon,1,1,1,,,,,,,n
angola,3,2,2,,,,,,,n
angry,45,10,36,321,3,600,,492,,j
anguish,8,6,8,60,,,,,,v
angular,16,4,8,12,,,,,,j
anhydrous,1,1,1,,,,,,,j
aniline,1,1,1,,,,,,,j
aniline,1,1,1,,,,,,,n
animal,68,12,37,377,,620,587,575,,j
animal,68,12,37,377,,620,587,575,,n
animate,1,1,1,16,1,,,,,n
animate,1,1,1,16,1,,,,,o
animate,1,1,1,16,1,,,,,j
animate,1,1,1,16,1,,,,,v
animated,5,4,5,17,1,,,,,p
animated,5,4,5,17,1,,,,,v
animated,5,4,5,17,1,,,,,o
animosity,3,3,3,17,,324,253,388,,n
anion,1,1,1,,,,,,,n
anise,2,1,1,,,,,,,n
ankle,8,6,6,138,,543,608,613,,n
anna,7,4,5,,,,,,,n
annal,,,,15,,,,,,n
annal,,,,15,,,,,,v
annalist,,,,1,,,,,,n
annals,4,2,3,,,,,,,j
annals,4,2,3,,,,,,,o
anneal,,,,1,,176,267,219,193,v
annex,1,1,1,7,,390,464,435,,n
annex,1,1,1,7,,390,464,435,,v
annexes,,,,,1,,,,,v
annihilate,1,1,1,18,,,,,,o
annihilate,1,1,1,18,,,,,,v
anniversary,21,12,17,40,,,,,,j
anniversary,21,12,17,40,,,,,,n
announce,18,7,15,350,,,,,,v
announced,,,,,4,,,,,p
announced,,,,,4,,,,,v
announcement,24,8,20,63,1,519,368,381,,n
announcer,2,2,2,20,,,,,,n
annoy,2,2,2,148,1,,,,,n
annoy,2,2,2,148,1,,,,,v
annoyance,9,6,9,52,,,,,,n
annoyed,,,,,4,,,,,p
annoyed,,,,,4,,,,,v
annoying,,,,,8,,,,,j
annoying,,,,,8,,,,,v
annual,93,11,60,175,1,464,,339,,n
annual,93,11,60,175,1,464,,339,,j
annuity,,,,20,,,,,,n
annul,,,,14,,,,,,v
annum,3,3,3,,,,,,,n
anode,77,1,2,,,,,,,n
anoint,,,,8,,,,,,o
anoint,,,,8,,,,,,v
anomalous,1,1,1,1,,,,,,j
anomaly,1,1,1,5,,,,,,n
anonymous,17,6,11,25,3,,,,,j
anorthic,1,1,1,,,,,,,j
another,683,15,348,2591,122,,,,,u
another,683,15,348,2591,122,,,,,j
answer,152,15,115,2132,41,605,397,368,466,n
answer,152,15,115,2132,41,605,397,368,466,v
answerable,1,1,1,3,,,,,,j
answered,,,,,5,,,,,p
answered,,,,,5,,,,,v
answering,,,,,2,,,,,v
answers,,,,,6,,,,,v
ant,6,4,5,30,,511,604,613,415,n
anta,5,1,1,,,,,,,n
antagonism,9,4,4,16,,417,288,378,,n
antagonist,3,1,2,5,,,,,,n
antagonistic,4,4,4,8,,,,,,j
antagonize,1,1,1,18,,,,,,v
antarctic,,,,3,,,,,,j
antarctic,,,,3,,,,,,n
ante,3,2,3,,,,,,, 
ante,3,2,3,,,,,,,n
antecedent,1,1,1,3,,,,,,a
antecedent,1,1,1,3,,,,,,j
antecedent,1,1,1,3,,,,,,n
antedate,,,,5,,,,,,n
antedate,,,,5,,,,,,v
antelope,7,2,2,49,,,,,,j
antelope,7,2,2,49,,,,,,n
anterior,5,2,3,,,,,,,j
anteroom,,,,9,,241,512,375,,n
anthem,1,1,1,9,,,,,,v
anthem,1,1,1,9,,,,,,n
anther,,,,5,,,,,,n
anthology,4,1,2,2,,,,,,n
anthony,16,7,10,,,,,,,n
anthracite,,,,1,,,,,,j
anthropological,1,1,1,,,,,,,j
anthropologist,2,2,2,10,,,,,,n
anthropomorphic,1,1,1,,,,,,,j
anti,1,1,1,8,1,,,,,o
antibiotic,1,1,1,,,,,,,j
antibiotic,1,1,1,,,,,,,n
antibody,12,1,1,,,,,,,n
antic,1,1,1,,,,,,,j
antic,1,1,1,,,,,,,n
antic,1,1,1,,,,,,,v
anticipate,11,8,11,87,1,,,,,o
anticipate,11,8,11,87,1,,,,,v
anticipation,20,6,14,45,,492,288,435,,n
anticipatory,1,1,1,,,,,,,j
antidote,2,2,2,7,1,,,,,v
antidote,2,2,2,7,1,,,,,n
antipathy,4,4,4,7,2,,,,,n
antiphonal,1,1,1,,,,,,,j
antiphonal,1,1,1,,,,,,,n
antipodes,1,1,1,,,,,,,o
antiquarian,1,1,1,3,1,,,,,j
antiquarian,1,1,1,3,1,,,,,n
antiquated,4,3,4,9,,,,,,o
antiquated,4,3,4,9,,,,,,j
antique,12,6,7,68,3,484,492,549,405,v
antique,12,6,7,68,3,484,492,549,405,j
antique,12,6,7,68,3,484,492,549,405,n
antiquity,3,2,3,7,1,,,,,j
antiquity,3,2,3,7,1,,,,,n
antiseptic,6,3,5,8,,,,,,j
antiseptic,6,3,5,8,,,,,,n
antisocial,2,2,2,,1,,,,,j
antitoxin,,,,4,,214,531,388,,n
antler,3,1,1,3,,,,,,n
antler,3,1,1,3,,,,,,n
anvil,1,1,1,5,,302,,,,v
anvil,1,1,1,5,,302,,,,n
anxiety,42,7,16,122,,548,241,422,,n
anxious,29,11,22,237,2,544,,376,,j
any,1345,15,433,6532,354,542,222,206,272,a
any,1345,15,433,6532,354,542,222,206,272,u
any,1345,15,433,6532,354,542,222,206,272,j
anybody,42,13,37,506,63,591,343,329,,u
anyhow,20,9,16,309,6,,,,,a
anyhow,20,9,16,309,6,,,,,o
anyone,140,15,105,619,16,605,,288,,u
anyone,140,15,105,619,16,605,,288,,o
anything,280,15,166,2651,196,,,,,a
anything,280,15,166,2651,196,,,,,u
anyway,46,10,39,679,145,,,,,a
anyway,46,10,39,679,145,,,,,o
anyways,1,1,1,,,,,,,n
anywhere,39,12,33,336,24,,,,,a
anywhere,39,12,33,336,24,,,,,n
anywhere,39,12,33,336,24,,,,,o
aorta,3,2,2,,,,,,,n
apace,,,,3,,,,,,a
apache,1,1,1,,,,,,,n
apart,57,12,51,276,24,555,304,364,398,v
apart,57,12,51,276,24,555,304,364,398,a
apartment,81,12,39,531,,491,575,556,490,n
apathetic,1,1,1,6,,,,,,j
ape,3,3,3,9,,547,654,616,538,j
ape,3,3,3,9,,547,654,616,538,n
ape,3,3,3,9,,547,654,616,538,v
aperture,8,3,4,17,,356,467,424,,n
aphorism,,,,2,,,,,,n
aphrodite,1,1,1,,,,,,,n
apiece,2,2,2,39,,,,,,a
aplomb,1,1,1,,,,,,,j
apocalypse,2,2,2,2,,,,,,n
apocalyptic,5,4,4,,,,,,,n
apocalyptic,5,4,4,,,,,,,j
apocrypha,1,1,1,,,,,,,j
apocryphal,1,1,1,,1,,,,,j
apogee,2,2,2,,,,,,,n
apollonian,1,1,1,,,,,,,j
apologetic,3,3,3,25,,,,,,n
apologetic,3,3,3,25,,,,,,j
apologist,1,1,1,,,,,,,n
apologize,1,1,1,100,,,,,,v
apology,3,1,2,63,1,510,311,400,,v
apology,3,1,2,63,1,510,311,400,,n
apostate,,,,1,,,,,,j
apostate,,,,1,,,,,,n
apostle,2,2,2,13,,,,,,n
apostolic,4,2,2,,,,,,,n
apostolic,4,2,2,,,,,,,j
apothecary,3,1,1,3,,,,,,n
appalachian,1,1,1,,,,,,,j
appalling,,,,,3,,,,,j
appalling,,,,,3,,,,,v
apparel,3,2,2,60,,,,,,v
apparency,1,1,1,,,,,,,n
apparent,57,13,52,95,,531,,266,,n
apparent,57,13,52,95,,531,,266,,v
apparent,57,13,52,95,,531,,266,,j
apparently,125,15,100,355,25,,,,,a
apparition,3,3,3,13,,,,,,n
appeal,62,12,37,392,3,514,333,402,,n
appeal,62,12,37,392,3,514,333,402,,v
appealed,,,,,3,,,,,p
appealed,,,,,3,,,,,v
appeals,,,,,2,,,,,v
appear,118,13,83,1162,13,534,271,341,336,n
appear,118,13,83,1162,13,534,271,341,336,v
appearance,57,13,50,426,,578,358,425,,n
appeared,,,,,2,,,,,p
appeared,,,,,2,,,,,v
appearing,,,,,3,,,,,v
appears,,,,,6,,,,,v
appease,2,2,2,14,,,,,,v
appellant,1,1,1,,,,,,,j
appellant,1,1,1,,,,,,,n
appellation,,,,2,,,,,,n
append,,,,4,,,,,,v
appendage,,,,3,,,,,,n
appendix,10,2,5,29,,493,,,,v
appetite,11,4,7,106,1,,,,,n
appetizer,,,,16,,,,,,n
appian,1,1,1,,,,,,,j
applaud,5,5,5,34,,,,,,n
applaud,5,5,5,34,,,,,,v
apple,9,4,6,220,3,598,620,637,451,v
apple,9,4,6,220,3,598,620,637,451,n
appliance,5,2,2,43,,493,558,554,,n
applicability,2,2,2,,,,,,,n
applicable,18,6,15,15,,,,,,j
applicable,18,6,15,15,,,,,,j
applicable,18,6,15,15,,,,,,j
applicant,8,3,4,41,2,,,,,j
applicant,8,3,4,41,2,,,,,n
applicant,8,3,4,41,2,,,,,n
application,68,11,42,126,17,,,,,n
applicator,1,1,1,,,,,,,n
applied,106,13,66,20,23,,,,,j
applied,106,13,66,20,23,,,,,p
applied,106,13,66,20,23,,,,,v
applied,106,13,66,20,23,,,,,o
applies,,,,,3,,,,,v
apply,56,8,44,250,16,,,,,v
applying,,,,,6,,,,,v
appoint,6,5,6,151,2,,,,,n
appoint,6,5,6,151,2,,,,,v
appointed,42,12,34,,6,,,,,p
appointed,42,12,34,,6,,,,,v
appointed,42,12,34,,6,,,,,o
appointee,2,2,2,,,,,,,n
appointing,,,,,1,,,,,v
appointment,28,9,22,131,8,541,341,386,,n
apportion,1,1,1,7,1,,,,,v
apportionment,9,1,1,2,,,,,,n
appraisal,8,5,8,15,,,,,,n
appraise,4,2,4,40,,459,279,306,382,v
appreciable,5,3,5,15,,,,,,j
appreciate,26,11,23,215,2,552,,300,,v
appreciation,22,11,19,108,,,,,,n
appreciative,2,2,2,37,1,,,,,j
apprehend,1,1,1,17,,,,,,v
apprehension,11,8,10,57,,,,,,n
apprehensive,,,,23,,,,,,j
apprentice,15,6,7,19,,,,,,j
apprentice,15,6,7,19,,,,,,n
apprentice,15,6,7,19,,,,,,v
apprentices,,,,,1,,,,,v
apprenticeship,2,2,2,15,,,,,,n
apprise,,,,7,,,,,,v
approach,123,15,85,460,9,508,323,329,,n
approach,123,15,85,460,9,508,323,329,,v
approachable,1,1,1,,,,,,,j
approached,,,,,6,,,,,p
approached,,,,,6,,,,,v
approaches,,,,,1,,,,,v
approaching,,,,,4,,,,,v
appropriate,68,10,49,110,8,,,,,n
appropriate,68,10,49,110,8,,,,,o
appropriate,68,10,49,110,8,,,,,j
appropriate,68,10,49,110,8,,,,,v
appropriation,5,3,4,23,,,,,,n
approve,14,6,12,171,2,,,,,v
approved,40,8,27,,1,,,,,p
approved,40,8,27,,1,,,,,v
approved,40,8,27,,1,,,,,o
approximate,11,3,9,28,,,,,,n
approximate,11,3,9,28,,,,,,j
approximate,11,3,9,28,,,,,,v
approximately,,,,,1,,,,,a
approximation,7,2,6,1,1,,,,,n
appurtenance,,,,5,,,,,,n
apricot,1,1,1,76,,428,638,591,,n
april,71,11,41,,6,,,,,j
april,71,11,41,,6,,,,,n
apron,7,5,6,82,2,516,,565,,v
apron,7,5,6,82,2,516,,565,,n
apropos,1,1,1,4,,,,,,j
apropos,1,1,1,4,,,,,,n
apropos,1,1,1,4,,,,,,a
apt,15,6,14,132,,428,183,295,348,v
apt,15,6,14,132,,428,183,295,348,j
aptitude,3,2,3,12,,505,241,310,,n
aptly,4,3,4,7,,,,,,a
aquatic,,,,1,,,,,,n
aquatic,,,,1,,,,,,j
aqueduct,,,,4,,,,,,n
aqueous,14,1,4,,,,,,,j
aquiline,,,,2,,,,,,j
arab,2,2,2,,,,,,,j
arab,2,2,2,,,,,,,n
arabesque,1,1,1,,,,,,,j
arabesque,1,1,1,,,,,,,n
arabia,1,1,1,,,,,,,n
arabian,2,2,2,,,,,,,j
arabian,2,2,2,,,,,,,n
arabic,6,5,5,,,,,,,j
arable,3,3,3,4,,,,,,j
araby,1,1,1,,,,,,,j
araby,1,1,1,,,,,,,n
